Period,Timestamp,load,predicted,Delta (kW),Absolute Error (kW),Squared Error,Error (%)
Sep-25,2025-09-21T09:45:00,1.14,1.256,0.116,0.116,0.013456,10.18%
Sep-25,2025-09-21T10:00:00,1.88,1.622,-0.258,0.258,0.066564,13.71%
Sep-25,2025-09-21T10:15:00,0.98,0.998,0.018,0.018,0.000324,1.83%
Sep-25,2025-09-21T10:30:00,2.45,1.44,-1.01,1.01,1.0201,41.21%
Sep-25,2025-09-21T10:45:00,3.33,4.018,0.688,0.688,0.473344,20.66%
Sep-25,2025-09-21T11:00:00,2.46,3.457,0.997,0.997,0.994009,40.53%
Sep-25,2025-09-21T11:15:00,1.98,3.036,1.056,1.056,1.115136,53.35%
Sep-25,2025-09-21T11:30:00,1.98,2.602,0.622,0.622,0.386884,31.41%
Sep-25,2025-09-21T11:45:00,2.69,3.081,0.391,0.391,0.152881,14.52%
Sep-25,2025-09-21T12:00:00,3.2,2.827,-0.373,0.373,0.139129,11.65%
Sep-25,2025-09-21T12:15:00,2.56,2.427,-0.133,0.133,0.017689,5.20%
Sep-25,2025-09-21T12:30:00,3.63,3.23,-0.4,0.4,0.16,11.03%
Sep-25,2025-09-21T12:45:00,2.1,2.622,0.522,0.522,0.272484,24.84%
Sep-25,2025-09-21T13:00:00,0.27,1.285,1.015,1.015,1.030225,376.05%
Sep-25,2025-09-21T13:15:00,1.03,0.325,-0.705,0.705,0.497025,68.44%
Sep-25,2025-09-21T13:30:00,0.22,0.628,0.408,0.408,0.166464,185.62%
Sep-25,2025-09-21T13:45:00,0.26,0.67,0.41,0.41,0.1681,157.63%
Sep-25,2025-09-21T14:00:00,0.24,0.3,0.06,0.06,0.0036,24.82%
Sep-25,2025-09-21T14:15:00,0.22,0.427,0.207,0.207,0.042849,94.10%
Sep-25,2025-09-21T14:30:00,0.22,0.225,0.005,0.005,0.000025,2.11%
Sep-25,2025-09-21T14:45:00,0.26,0.2,-0.06,0.06,0.0036,23.14%
Sep-25,2025-09-21T15:00:00,0.2,0.188,-0.012,0.012,0.000144,5.82%
Sep-25,2025-09-21T15:15:00,0.22,0.229,0.009,0.009,0.000081,4.28%
Sep-25,2025-09-21T15:30:00,0.34,0.246,-0.094,0.094,0.008836,27.52%
Sep-25,2025-09-21T15:45:00,1.71,0.383,-1.327,1.327,1.760929,77.60%
Sep-25,2025-09-21T16:00:00,0.31,0.501,0.191,0.191,0.036481,61.75%
Sep-25,2025-09-21T16:15:00,0.31,0.372,0.062,0.062,0.003844,19.96%
Sep-25,2025-09-21T16:30:00,2.46,1.867,-0.593,0.593,0.351649,24.11%
Sep-25,2025-09-21T16:45:00,1.75,1.233,-0.517,0.517,0.267289,29.54%
Sep-25,2025-09-21T17:00:00,0.97,0.989,0.019,0.019,0.000361,2.01%
Sep-25,2025-09-21T17:15:00,1.27,1.117,-0.153,0.153,0.023409,12.04%
Sep-25,2025-09-21T17:30:00,1.26,1.166,-0.094,0.094,0.008836,7.42%
Sep-25,2025-09-21T17:45:00,0.92,0.703,-0.217,0.217,0.047089,23.61%
Sep-25,2025-09-21T18:00:00,0.6,0.475,-0.125,0.125,0.015625,20.75%
Sep-25,2025-09-21T18:15:00,0.66,0.623,-0.037,0.037,0.001369,5.63%
Sep-25,2025-09-21T18:30:00,1.1,1.087,-0.013,0.013,0.000169,1.22%
Sep-25,2025-09-21T18:45:00,0.42,0.424,0.004,0.004,0.000016,1.03%
Sep-25,2025-09-21T19:00:00,0.43,0.431,0.001,0.001,0.000001,0.25%
Sep-25,2025-09-21T19:15:00,0.55,0.538,-0.012,0.012,0.000144,2.14%
Sep-25,2025-09-21T19:30:00,0.51,0.531,0.021,0.021,0.000441,4.10%
Sep-25,2025-09-21T19:45:00,0.45,0.446,-0.004,0.004,0.000016,0.85%
Sep-25,2025-09-21T20:00:00,0.33,0.339,0.009,0.009,0.000081,2.69%
Sep-25,2025-09-21T20:15:00,0.24,0.281,0.041,0.041,0.001681,17.20%
Sep-25,2025-09-21T20:30:00,0.27,0.273,0.003,0.003,0.000009,1.10%
Sep-25,2025-09-21T20:45:00,0.32,0.311,-0.009,0.009,0.000081,2.80%
Sep-25,2025-09-21T21:00:00,0.37,0.344,-0.026,0.026,0.000676,7.11%
Sep-25,2025-09-21T21:15:00,0.46,0.471,0.011,0.011,0.000121,2.50%
Sep-25,2025-09-21T21:30:00,0.61,0.582,-0.028,0.028,0.000784,4.51%
Sep-25,2025-09-21T21:45:00,0.45,0.447,-0.003,0.003,0.000009,0.68%
Sep-25,2025-09-21T22:00:00,0.53,0.511,-0.019,0.019,0.000361,3.58%
Sep-25,2025-09-21T22:15:00,0.55,0.518,-0.032,0.032,0.001024,5.73%
Sep-25,2025-09-21T22:30:00,0.55,0.545,-0.005,0.005,0.000025,0.92%
Sep-25,2025-09-21T22:45:00,0.36,0.353,-0.007,0.007,0.000049,2.03%
Sep-25,2025-09-21T23:00:00,0.33,0.328,-0.002,0.002,0.000004,0.64%
Sep-25,2025-09-21T23:15:00,0.29,0.31,0.02,0.02,0.0004,6.92%
Sep-25,2025-09-21T23:30:00,0.23,0.266,0.036,0.036,0.001296,15.46%
Sep-25,2025-09-21T23:45:00,0.28,0.273,-0.007,0.007,0.000049,2.62%
Sep-25,2025-09-22T00:00:00,0.28,0.276,-0.004,0.004,0.000016,1.26%
Sep-25,2025-09-22T00:15:00,0.28,0.279,-0.001,0.001,0.000001,0.35%
Sep-25,2025-09-22T00:30:00,0.27,0.271,0.001,0.001,0.000001,0.48%
Sep-25,2025-09-22T00:45:00,0.25,0.25,0,0,0,0.20%
Sep-25,2025-09-22T01:00:00,0.24,0.244,0.004,0.004,0.000016,1.73%
Sep-25,2025-09-22T01:15:00,0.27,0.265,-0.005,0.005,0.000025,2.03%
Sep-25,2025-09-22T01:30:00,0.32,0.296,-0.024,0.024,0.000576,7.53%
Sep-25,2025-09-22T01:45:00,2.44,2.124,-0.316,0.316,0.099856,12.97%
Sep-25,2025-09-22T02:00:00,0.32,0.308,-0.012,0.012,0.000144,3.88%
Sep-25,2025-09-22T02:15:00,1,0.975,-0.025,0.025,0.000625,2.51%
Sep-25,2025-09-22T02:30:00,0.29,0.299,0.009,0.009,0.000081,3.12%
